Smiles,smiles,score,comment,DrugLikenessReward,DockingScoreReward,LogPReward,HeavyAtomCountReward,NumHAcceptorsReward,NumHDonorsReward,PAINSReward,SureChEMBLReward,GlaxoReward,Reward,DrugLikenessProperty,DockingScoreProperty,LogPProperty,HeavyAtomCountProperty,NumHAcceptorsProperty,NumHDonorsProperty,PAINSProperty,SureChEMBLProperty,GlaxoProperty,Epoch
Cc1cccc(-c2cccc(-c3cccc(C)c3)c2)c1,Cc1cccc(-c2cccc(-c3cccc(C)c3)c2)c1,0.65,"The molecule contains multiple aromatic rings and a branched structure, which may contribute to poor solubility and permeability, though it lacks obvious reactive groups or toxicophores.",6.5,7.6,-0.6374400000000042,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.462559999999996,0.65,-7.6,5.637440000000004,20,0,0,0,0,0,50
Cc1cccc(-c2cccc(Cc3ccccc3)c2)c1,Cc1cccc(-c2cccc(Cc3ccccc3)c2)c1,0.75,"The molecule has a reasonable scaffold with no obvious reactive groups or toxicophores, but its high molecular weight and lipophilicity may limit oral bioavailability and solubility.",7.5,7.3,-0.25282000000000426,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.547179999999997,0.75,-7.3,5.252820000000004,20,0,0,0,0,0,50
CCc1ccc(C2CCCCC2)cc1-c1ccccc1,CCc1ccc(C2CCCCC2)cc1-c1ccccc1,0.75,"The molecule has a reasonable scaffold with a benzene ring and cyclohexane moiety, but the presence of multiple aromatic rings and a long carbon chain may impact solubility and oral bioavailability.",7.5,7.6,-0.9637000000000056,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.136299999999995,0.75,-7.6,5.9637000000000056,20,0,0,0,0,0,50
Cc1cccc(-c2ccc(C)cc2-c2ccccc2)c1,Cc1cccc(-c2ccc(C)cc2-c2ccccc2)c1,0.65,"The molecule contains a fused aromatic system with moderate lipophilicity, but lacks clear hydrogen bond donors and has a complex structure that may hinder oral bioavailability and synthetic tractability.",6.5,8.2,-0.6374400000000042,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.062559999999994,0.65,-8.2,5.637440000000004,20,0,0,0,0,0,50
Cc1cccc(-c2ccc(C)cc2-c2ccccc2)c1,Cc1cccc(-c2ccc(C)cc2-c2ccccc2)c1,0.65,"The molecule contains a fused aromatic system with moderate lipophilicity, but lacks clear hydrogen bond donors and has a complex structure that may hinder oral bioavailability and synthetic tractability.",6.5,8.2,-0.6374400000000042,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.062559999999994,0.65,-8.2,5.637440000000004,20,0,0,0,0,0,50
Cc1cccc(-c2ccc(C)cc2-c2ccccc2)c1,Cc1cccc(-c2ccc(C)cc2-c2ccccc2)c1,0.65,"The molecule contains a fused aromatic system with moderate lipophilicity, but lacks clear hydrogen bond donors and has a complex structure that may hinder oral bioavailability and synthetic tractability.",6.5,8.2,-0.6374400000000042,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.062559999999994,0.65,-8.2,5.637440000000004,20,0,0,0,0,0,50
Cc1cccc(-c2ccc(C)cc2-c2ccccc2)c1,Cc1cccc(-c2ccc(C)cc2-c2ccccc2)c1,0.65,"The molecule contains a fused aromatic system with moderate lipophilicity, but lacks clear hydrogen bond donors and has a complex structure that may hinder oral bioavailability and synthetic tractability.",6.5,8.2,-0.6374400000000042,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.062559999999994,0.65,-8.2,5.637440000000004,20,0,0,0,0,0,50
O=C(Nc1ccccc1C1CCCC1)c1ccccc1-c1ccccc1,O=C(Nc1ccccc1C1CCCC1)c1ccccc1-c1ccccc1,0.65,"The molecule contains multiple aromatic rings and a carbonyl group, but the presence of multiple phenyl groups may lead to poor solubility and high lipophilicity, raising concerns about oral bioavailability and metabolic stability.",6.5,7.4,-1.263500000000005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12.636499999999995,0.65,-7.4,6.263500000000005,26,1,1,0,0,0,50
Cc1cccc(-c2ccc(Cc3ccccc3)cc2)c1,Cc1cccc(-c2ccc(Cc3ccccc3)cc2)c1,0.75,"The molecule has a reasonable scaffold with no obvious reactive groups or toxicophores, but its lipophilicity and molecular weight may pose challenges for oral bioavailability and solubility.",7.5,6.9,-0.25282000000000426,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.147179999999995,0.75,-6.9,5.252820000000004,20,0,0,0,0,0,50
c1ccc(C(c2ccccc2)c2ccc(C3CCCCCC3)cc2)cc1,c1ccc(C(c2ccccc2)c2ccc(C3CCCCCC3)cc2)cc1,0.65,"The molecule contains a complex fused aromatic system with a branched alkyl chain, which may impact solubility and metabolic stability, though it lacks obvious toxicophores or reactive groups.",6.5,8.3,-2.304600000000005,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12.495399999999997,0.65,-8.3,7.304600000000005,26,0,0,0,0,0,50
Cc1ccc(-c2cccc(-c3cccc(C)c3)c2)cc1,Cc1ccc(-c2cccc(-c3cccc(C)c3)c2)cc1,0.65,"The molecule contains a complex polycyclic aromatic structure with multiple aromatic rings, which may lead to poor solubility and high lipophilicity, but no obvious toxicophores or reactive groups are present.",6.5,8.0,-0.6374400000000042,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.862559999999995,0.65,-8.0,5.637440000000004,20,0,0,0,0,0,50
Cc1cccc(-c2cccc(CC3CCCCC3)c2)c1,Cc1cccc(-c2cccc(CC3CCCCC3)c2)c1,0.75,"The molecule has a reasonable scaffold with no obvious reactive groups or toxicophores, but its lipophilicity and molecular weight may pose challenges for oral bioavailability and solubility.",7.5,7.4,-0.7848200000000043,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.115179999999995,0.75,-7.4,5.784820000000004,20,0,0,0,0,0,50
CC=Cc1cccc(-c2cccc(C)c2)c1,CC=Cc1cccc(-c2cccc(C)c2)c1,0.75,"The molecule has a reasonable scaffold with no obvious reactive groups or toxicophores, but its lipophilicity and molecular weight may pose challenges for oral bioavailability and solubility.",7.5,6.7,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,13.2,0.75,-6.7,4.695120000000004,16,0,0,0,1,0,50
Cc1cccc(-c2ccc(C3CCCC3)c(C3CCCC3)c2)c1,Cc1cccc(-c2ccc(C3CCCC3)c(C3CCCC3)c2)c1,0.75,"The molecule has a complex, lipophilic structure with multiple cyclohexyl groups, which may impact solubility and metabolic stability, but no obvious reactive groups or toxicophores are present.",7.5,7.6,-1.9772200000000053,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.122779999999995,0.75,-7.6,6.977220000000005,23,0,0,0,0,0,50
CC(F)Cc1cccc(-c2cccc(C(C)F)c2)c1,CC(F)Cc1cccc(-c2cccc(C(C)F)c2)c1,0.75,"The molecule has a reasonable scaffold but contains multiple fluorine atoms and a complex aromatic system, which may impact synthetic tractability and oral bioavailability.",7.5,6.7,-0.28460000000000374,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.915399999999995,0.75,-6.7,5.284600000000004,19,0,0,0,0,0,50
COCCN1CCC(c2cccc(C3CCCC3C(C)F)c2)CC1,COCCN1CCC(c2cccc(C3CCCC3C(C)F)c2)CC1,0.65,"The molecule contains a fluorinated cyclohexane and a substituted aromatic ring, but the presence of a tertiary amine and a potential basic nitrogen may raise concerns about solubility and metabolic stability.",6.5,5.8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12.3,0.65,-5.8,4.754100000000005,24,2,0,0,0,0,50
Cc1ccc(-c2ccc(C3CCCC3)cc2)c(C)c1,Cc1ccc(-c2ccc(C3CCCC3)cc2)c(C)c1,0.85,"The molecule has a reasonable scaffold with a cyclohexane ring and aromatic system, but the presence of a methyl group on the phenyl ring may slightly impact lipophilicity and metabolic stability.",8.5,7.3,-0.6280400000000048,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,15.171959999999995,0.85,-7.3,5.628040000000005,19,0,0,0,0,0,50
Cc1cc(C2CCCCCC2)ccc1C(=O)CN(C)C1CCCCCC1,Cc1cc(C2CCCCCC2)ccc1C(=O)CN(C)C1CCCCCC1,0.65,"The molecule contains a primary amine and a carbonyl group, which may raise concerns about reactivity and metabolic stability, though the overall structure shows reasonable lipophilicity and scaffold simplicity.",6.5,6.8,-1.2701200000000066,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12.029879999999995,0.65,-6.8,6.270120000000007,26,2,0,0,0,0,50
CC(c1ccccc1)c1cccc(C2CCCC2)c1,CC(c1ccccc1)c1cccc(C2CCCC2)c1,0.85,"The molecule has a favorable scaffold with good lipophilicity and no obvious reactive groups or toxicophores, though its larger size may pose challenges for oral bioavailability.",8.5,7.0,-0.496000000000004,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,15.003999999999996,0.85,-7.0,5.496000000000004,19,0,0,0,0,0,50
Cc1ccc(-c2ccc(C)cc2-c2ccccc2)c(Cl)c1,Cc1ccc(-c2ccc(C)cc2-c2ccccc2)c(Cl)c1,0.65,"The molecule contains a chlorine atom and multiple aromatic rings, which may contribute to lipophilicity and potential metabolic liability, but no major reactive groups or toxicophores are evident.",6.5,8.1,-1.2908400000000047,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.309159999999995,0.65,-8.1,6.290840000000005,21,0,0,0,0,0,50
Cc1cccc(-c2ccc(C)cc2-c2ccccc2)c1,Cc1cccc(-c2ccc(C)cc2-c2ccccc2)c1,0.65,"The molecule contains a fused aromatic system with moderate lipophilicity, but lacks clear hydrogen bond donors and has a complex structure that may hinder oral bioavailability and synthetic tractability.",6.5,8.2,-0.6374400000000042,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.062559999999994,0.65,-8.2,5.637440000000004,20,0,0,0,0,0,50
CCc1cc(C2CCCCC2)ccc1-c1ccccc1,CCc1cc(C2CCCCC2)ccc1-c1ccccc1,0.75,"The molecule has a reasonable scaffold with a cyclohexane ring and aromatic systems, but the presence of multiple alkyl chains may impact solubility and oral bioavailability.",7.5,7.6,-0.9637000000000056,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.136299999999995,0.75,-7.6,5.9637000000000056,20,0,0,0,0,0,50
Cc1cccc(-c2cc(C)ccc2-c2ccccc2)c1,Cc1cccc(-c2cc(C)ccc2-c2ccccc2)c1,0.65,"The molecule contains a complex aromatic system with potential for poor solubility and metabolic instability, though it lacks obvious toxicophores or reactive groups.",6.5,8.0,-0.6374400000000042,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.862559999999995,0.65,-8.0,5.637440000000004,20,0,0,0,0,0,50
Cc1cccc(-c2ccc(C)c(-c3ccccc3)c2)c1,Cc1cccc(-c2ccc(C)c(-c3ccccc3)c2)c1,0.75,"The molecule has a reasonable scaffold with no obvious reactive groups or toxicophores, but its lipophilicity and molecular weight may pose challenges for oral bioavailability and solubility.",7.5,8.0,-0.6374400000000042,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.862559999999995,0.75,-8.0,5.637440000000004,20,0,0,0,0,0,50
Cc1cccc(Oc2cccc(C3CCCC3)c2)c1,Cc1cccc(Oc2cccc(C3CCCC3)c2)c1,0.75,"The molecule has a reasonable scaffold with a benzene ring and a piperidine-like structure, but the presence of an ether oxygen in a potentially reactive position may raise concerns about stability and metabolic liability.",7.5,6.6,-0.4449200000000033,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.655079999999996,0.75,-6.6,5.444920000000003,19,1,0,0,0,0,50
Cc1cccc(-c2cc(C)ccc2C)c1,Cc1cccc(-c2cc(C)ccc2C)c1,0.75,"The molecule has a reasonable scaffold with no obvious reactive groups or toxicophores, but its lipophilicity and molecular weight may limit oral bioavailability and solubility.",7.5,6.8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.3,0.75,-6.8,4.278860000000003,15,0,0,0,0,0,50
Cc1cccc(-c2cccc(CC3CCCC3)c2)c1,Cc1cccc(-c2cccc(CC3CCCC3)c2)c1,0.75,"The molecule has a reasonable scaffold with no obvious reactive groups or toxicophores, but its lipophilicity and molecular weight may pose challenges for oral bioavailability and solubility.",7.5,7.1,-0.39472000000000396,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.205279999999995,0.75,-7.1,5.394720000000004,19,0,0,0,0,0,50
Cc1cccc(-c2ccc(C(C)F)c(CC=O)c2)c1,Cc1cccc(-c2ccc(C(C)F)c(CC=O)c2)c1,0.65,"The molecule contains a ketone group and a fluorinated aromatic ring, which may raise concerns about metabolic stability and synthetic complexity, though the core structure shows reasonable drug-like features.",6.5,7.5,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,13.0,0.65,-7.5,4.433920000000003,19,1,0,0,1,0,50
Cc1cccc(-c2ccc(C)c(-c3ccccc3)c2)c1,Cc1cccc(-c2ccc(C)c(-c3ccccc3)c2)c1,0.75,"The molecule has a reasonable scaffold with no obvious reactive groups or toxicophores, but its lipophilicity and molecular weight may pose challenges for oral bioavailability and solubility.",7.5,8.0,-0.6374400000000042,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.862559999999995,0.75,-8.0,5.637440000000004,20,0,0,0,0,0,50
C=Cc1ccc(-c2cccc(C)c2)cc1C,C=Cc1ccc(-c2cccc(C)c2)cc1C,0.75,"The molecule has a reasonable scaffold with no obvious reactive groups or toxicophores, but its lipophilicity and molecular weight may pose challenges for oral bioavailability and solubility.",7.5,7.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,13.5,0.75,-7.0,4.613440000000003,16,0,0,0,1,0,50
Cc1cccc(-c2cccc(C3CCCC3C3CCCC3)c2)c1,Cc1cccc(-c2cccc(C3CCCC3C3CCCC3)c2)c1,0.65,"The molecule contains a large, lipophilic cyclohexane ring system which may lead to poor solubility and permeability, though it lacks obvious reactive groups or toxicophores.",6.5,7.4,-1.7359200000000055,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12.164079999999995,0.65,-7.4,6.7359200000000055,23,0,0,0,0,0,50
C(=CC1CCCC1)c1cccc(Nc2ccccc2)c1,C(=CC1CCCC1)c1cccc(Nc2ccccc2)c1,0.65,"The molecule contains a potentially reactive amine group and a complex aromatic system, which may impact stability and oral bioavailability, though the overall scaffold is reasonably drug-like.",6.5,7.0,-0.6336000000000039,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,11.866399999999995,0.65,-7.0,5.633600000000004,20,1,1,0,1,0,50
Cc1ccc(CC2CCCCCC2)c(-c2ccccc2)c1,Cc1ccc(CC2CCCCCC2)c(-c2ccccc2)c1,0.75,"The molecule has a reasonable scaffold with no obvious reactive groups or toxicophores, but its lipophilicity and molecular weight may pose challenges for oral bioavailability and solubility.",7.5,8.1,-1.1749200000000064,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.425079999999994,0.75,-8.1,6.174920000000006,21,0,0,0,0,0,50
CCOC(=O)c1ccc(CC(C)C)cc1-c1cccc(C)c1,CCOC(=O)c1ccc(CC(C)C)cc1-c1cccc(C)c1,0.75,"The molecule has a reasonable scaffold with a benzene ring and ester group, but the ester may hydrolyze in vivo and the overall lipophilicity could be a concern for solubility and permeability.",7.5,6.9,-0.037220000000004916,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.362779999999995,0.75,-6.9,5.037220000000005,22,2,0,0,0,0,50
Cc1cccc(-c2ccc(C)cc2-c2ccccc2)c1,Cc1cccc(-c2ccc(C)cc2-c2ccccc2)c1,0.65,"The molecule contains a fused aromatic system with moderate lipophilicity, but lacks clear hydrogen bond donors and has a complex structure that may hinder oral bioavailability and synthetic tractability.",6.5,8.2,-0.6374400000000042,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.062559999999994,0.65,-8.2,5.637440000000004,20,0,0,0,0,0,50
Cc1cccc(-c2ccc(C)cc2-c2ccccc2)c1,Cc1cccc(-c2ccc(C)cc2-c2ccccc2)c1,0.65,"The molecule contains a fused aromatic system with moderate lipophilicity, but lacks clear hydrogen bond donors and has a complex structure that may hinder oral bioavailability and synthetic tractability.",6.5,8.2,-0.6374400000000042,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.062559999999994,0.65,-8.2,5.637440000000004,20,0,0,0,0,0,50
CCc1cccc(-c2cccc(C3CCCC3)c2)c1,CCc1cccc(-c2cccc(C3CCCC3)c2)c1,0.85,"The molecule has a reasonable scaffold with no obvious reactive groups or toxicophores, but its lipophilicity and molecular weight may pose challenges for oral bioavailability and solubility.",8.5,7.3,-0.5736000000000043,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,15.226399999999996,0.85,-7.3,5.573600000000004,19,0,0,0,0,0,50
Cc1ccc(CC(C)C)cc1-c1cccc(C2CCCCC2C)c1,Cc1ccc(CC(C)C)cc1-c1cccc(C2CCCCC2C)c1,0.75,"The molecule has a reasonable scaffold with branching alkyl groups, but the presence of multiple aromatic rings and a cyclohexane moiety may contribute to poor solubility and metabolic liability.",7.5,7.3,-2.1542200000000067,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12.645779999999995,0.75,-7.3,7.154220000000007,24,0,0,0,0,0,50
O=S(=O)(NCC1CCCCCC1)c1ccc(C2CCCCCC2)cc1C1CCCCCC1,O=S(=O)(NCC1CCCCCC1)c1ccc(C2CCCCCC2)cc1C1CCCCCC1,0.65,"The molecule contains a sulfonamide group, which may raise concerns about renal toxicity and immunogenicity, though its overall lipophilicity and hydrogen bonding capacity suggest some oral developability potential.",6.5,7.0,-2.810900000000008,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.689099999999993,0.65,-7.0,7.810900000000008,32,2,1,0,0,0,50
Cc1cccc(-c2ccc(C)cc2-c2ccccc2)c1,Cc1cccc(-c2ccc(C)cc2-c2ccccc2)c1,0.65,"The molecule contains a fused aromatic system with moderate lipophilicity, but lacks clear hydrogen bond donors and has a complex structure that may hinder oral bioavailability and synthetic tractability.",6.5,8.2,-0.6374400000000042,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.062559999999994,0.65,-8.2,5.637440000000004,20,0,0,0,0,0,50
Cc1cccc(-c2ccc(C)cc2C2CCCCC2)c1,Cc1cccc(-c2ccc(C)cc2C2CCCCC2)c1,0.75,"The molecule has a reasonable scaffold with no obvious reactive groups or toxicophores, but its lipophilicity and molecular weight may pose challenges for oral bioavailability and solubility.",7.5,8.0,-1.0181400000000043,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.481859999999996,0.75,-8.0,6.018140000000004,20,0,0,0,0,0,50
Cc1cccc(C=Cc2cccc(C)c2)c1,Cc1cccc(C=Cc2cccc(C)c2)c1,0.65,"The molecule contains a conjugated diene system and lacks a clear polar functional group, which may impact solubility and oral bioavailability, though it has a reasonable scaffold with no obvious toxicophores or reactive groups.",6.5,6.4,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,11.9,0.65,-6.4,4.473840000000003,16,0,0,0,1,0,50
