Smiles,smiles,score,comment,DrugLikenessReward,DockingScoreReward,LogPReward,HeavyAtomCountReward,NumHAcceptorsReward,NumHDonorsReward,PAINSReward,SureChEMBLReward,GlaxoReward,Reward,DrugLikenessProperty,DockingScoreProperty,LogPProperty,HeavyAtomCountProperty,NumHAcceptorsProperty,NumHDonorsProperty,PAINSProperty,SureChEMBLProperty,GlaxoProperty,Epoch
NNc1nnc(-c2ccc(N)cc2-c2ccc3c(c2)OCO3)o1,NNc1nnc(-c2ccc(N)cc2-c2ccc3c(c2)OCO3)o1,0.45,"The molecule contains multiple nitrogen atoms and a potentially reactive nitrile group, along with a complex aromatic system that may lead to poor solubility and metabolic instability.",4.5,8.2,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,11.7,0.45,-8.2,2.0000999999999998,23,8,3,0,1,0,50
Nc1ccc(-c2cc(-c3nnco3)cc3c2OCO3)c(-c2nnco2)c1,Nc1ccc(-c2cc(-c3nnco3)cc3c2OCO3)c(-c2nnco2)c1,0.45,"The molecule contains multiple reactive nitroso groups (-nnco) and a complex fused ring system, which may lead to instability, poor solubility, and synthetic complexity.",4.5,8.6,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,12.1,0.45,-8.6,2.764500000000001,26,9,1,0,1,0,50
c1cc(Nc2cc(-c3nnco3)ccc2-c2ccc3c(c2)OCO3)c2c(c1)OCO2,c1cc(Nc2cc(-c3nnco3)ccc2-c2ccc3c(c2)OCO3)c2c(c1)OCO2,0.45,"The molecule contains multiple reactive nitroso groups and a complex scaffold with potential instability and synthetic complexity, which raises concerns about developability and safety.",4.5,8.2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12.7,0.45,-8.2,4.604600000000002,30,8,1,0,0,0,50
NNc1nnc(-c2ccc(-c3ccc4c(c3)OCO4)c(-c3ccc4c(c3)OCO4)c2)o1,NNc1nnc(-c2ccc(-c3ccc4c(c3)OCO4)c(-c3ccc4c(c3)OCO4)c2)o1,0.45,"The molecule contains multiple reactive or potentially unstable groups, including multiple nitrile and ether functionalities, which may lead to poor stability and synthetic complexity.",4.5,6.7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,11.2,0.45,-6.7,3.8136000000000028,31,9,2,0,0,0,50
c1coc(NNc2cc(-c3nnco3)ccc2-c2ccc3c(c2)OCO3)c1,c1coc(NNc2cc(-c3nnco3)ccc2-c2ccc3c(c2)OCO3)c1,0.45,"The molecule contains multiple reactive or potentially toxic groups, including nitroso and azo moieties, along with a complex and potentially unstable core structure, which raises significant developability concerns.",4.5,8.4,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12.9,0.45,-8.4,4.164300000000002,27,8,2,0,0,0,50
Oc1cccc(NNc2ccc(-c3ccc4c(c3)OCO4)cc2-c2nnco2)c1,Oc1cccc(NNc2ccc(-c3ccc4c(c3)OCO4)cc2-c2nnco2)c1,0.45,"The molecule contains multiple structural alerts including a nitroso group, potential reactive azo linkage, and a cyclic carbonate, which raise concerns about stability, toxicity, and synthetic complexity.",4.5,9.5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.0,0.45,-9.5,4.276900000000002,29,8,3,0,0,0,50
c1ccc(-c2ccc3c(c2)OCO3)c(Cc2nnc(-c3nnco3)o2)c1,c1ccc(-c2ccc3c(c2)OCO3)c(Cc2nnc(-c3nnco3)o2)c1,0.45,"The molecule contains multiple reactive or potentially toxic groups, including nitroso and nitrile moieties, along with a complex scaffold that may hinder oral bioavailability and synthetic tractability.",4.5,8.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12.5,0.45,-8.0,3.1061000000000005,26,8,0,0,0,0,50
c1cc(Nc2ccc(-c3nnco3)cc2-c2ccc3c(c2)OCO3)no1,c1cc(Nc2ccc(-c3nnco3)cc2-c2ccc3c(c2)OCO3)no1,0.45,"The molecule contains multiple reactive or potentially unstable groups, including a nitroso group and a nitrone, which may lead to poor stability, toxicity, and synthetic complexity.",4.5,8.3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12.8,0.45,-8.3,3.863900000000002,26,8,1,0,0,0,50
NNc1nnc(-c2ccc(-c3nnco3)c(-c3ccc4c(c3)OCO4)c2)o1,NNc1nnc(-c2ccc(-c3nnco3)c(-c3ccc4c(c3)OCO4)c2)o1,0.45,"The molecule contains multiple reactive or potentially toxic groups, including nitroso and azo moieties, which raise concerns about stability, synthetic complexity, and safety.",4.5,7.7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12.2,0.45,-7.7,2.4679,27,10,2,0,0,0,50
c1ccc(Cc2ccc(-c3ccc4c(c3)OCO4)cc2NNc2ccon2)nc1,c1ccc(Cc2ccc(-c3ccc4c(c3)OCO4)cc2NNc2ccon2)nc1,0.35,"The molecule contains multiple reactive groups (e.g., azide, hydroxylamine), potential toxicophores, and a complex scaffold that likely leads to poor solubility and metabolic instability.",3.5,8.3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,11.8,0.35,-8.3,4.4951000000000025,29,7,2,0,0,0,50
c1ccc(Cc2ccccc2NNc2cc(-c3ccon3)on2)cc1,c1ccc(Cc2ccccc2NNc2cc(-c3ccon3)on2)cc1,0.35,"Molecule contains multiple reactive or potentially unstable groups (e.g., nitrile, nitroso, and conjugated double bonds) and a complex scaffold with poor oral developability due to high molecular weight and lipophilicity.",3.5,7.9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,11.4,0.35,-7.9,4.359400000000003,25,6,2,0,0,0,50
Cc1cc(-c2cc(-c3ccc4c(c3)OCO4)ccc2N)no1,Cc1cc(-c2cc(-c3ccc4c(c3)OCO4)ccc2N)no1,0.45,"The molecule contains a nitroso group (-NO) and multiple oxygen-containing rings, raising concerns about reactivity, stability, and potential toxicity, though the overall scaffold shows some structural complexity that may allow for optimization.",4.5,8.2,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,11.7,0.45,-8.2,3.6279200000000014,22,5,1,0,1,0,50
CNCNNc1ccc(-c2nnco2)c(-c2ccc3c(c2)OCO3)c1,CNCNNc1ccc(-c2nnco2)c(-c2ccc3c(c2)OCO3)c1,0.45,"The molecule contains multiple nitrogen-rich heterocycles and a potentially unstable nitroso group (-nnco-), raising concerns about reactivity, stability, and toxicity.",4.5,7.2,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,10.7,0.45,-7.2,2.2257,25,8,3,0,1,0,50
Nc1nnc(-c2ccc(-c3ccon3)cc2-c2ccc3c(c2)OCO3)o1,Nc1nnc(-c2ccc(-c3ccon3)cc2-c2ccc3c(c2)OCO3)o1,0.45,"The molecule contains multiple reactive or potentially unstable groups, including a nitrile oxide and an epoxide, which may lead to poor stability and safety concerns.",4.5,9.2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.7,0.45,-9.2,3.3695000000000013,26,8,1,0,0,0,50
O=C(Oc1cccc2c1OCO2)c1cc(-c2ccc3c(c2)OCO3)ccc1-c1nnco1,O=C(Oc1cccc2c1OCO2)c1cc(-c2ccc3c(c2)OCO3)ccc1-c1nnco1,0.45,"The molecule contains multiple reactive ester groups, potential toxicophores, and a complex scaffold with poor oral bioavailability characteristics, which significantly reduce its developability.",4.5,6.9,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,10.4,0.45,-6.9,4.080200000000002,32,9,0,0,1,0,50
c1cc(Nc2cc(-c3nnco3)ccc2-c2ccc3c(c2)OCO3)no1,c1cc(Nc2cc(-c3nnco3)ccc2-c2ccc3c(c2)OCO3)no1,0.45,"The molecule contains multiple structural alerts including a nitroso group, a nitrile, and a potential reactive imine, which raise concerns about stability, toxicity, and synthetic complexity.",4.5,8.1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12.6,0.45,-8.1,3.863900000000002,26,8,1,0,0,0,50
c1ccc(-c2ccc3c(c2)OCO3)c(NNc2nnc(-c3ccon3)o2)c1,c1ccc(-c2ccc3c(c2)OCO3)c(NNc2nnc(-c3ccon3)o2)c1,0.45,"The molecule contains multiple reactive groups (e.g., nitrile, azide-like moieties) and a complex heterocyclic core, raising concerns about stability, synthetic complexity, and potential toxicity.",4.5,7.7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12.2,0.45,-7.7,3.5593000000000012,27,9,2,0,0,0,50
c1cc(-c2nnc(-c3ccc(-c4ccc5c(c4)OCO5)c(-c4nnco4)c3)o2)no1,c1cc(-c2nnc(-c3ccc(-c4ccc5c(c4)OCO5)c(-c4nnco4)c3)o2)no1,0.3,"The molecule contains multiple reactive or potentially unstable groups, including nitrile oxides and a furan ring, which may lead to poor stability and safety concerns.",3.0,4.1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,7.1,0.3,-4.1,3.8373000000000017,30,10,0,0,0,0,50
Nc1nnc(-c2ccc(-c3ccon3)c(-c3ccc4c(c3)OCO4)c2)o1,Nc1nnc(-c2ccc(-c3ccon3)c(-c3ccc4c(c3)OCO4)c2)o1,0.45,"The molecule contains multiple reactive or potentially unstable groups, including a nitrile oxide and multiple oxygen-containing heterocycles, which may lead to poor stability and synthetic complexity.",4.5,9.1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.6,0.45,-9.1,3.3695000000000013,26,8,1,0,0,0,50
O=C(Oc1ccc2c(c1)OCO2)c1ccccc1-c1nnc(-c2nnco2)o1,O=C(Oc1ccc2c(c1)OCO2)c1ccccc1-c1nnc(-c2nnco2)o1,0.45,"The molecule contains multiple reactive or potentially toxic groups, including a nitroso group, a nitrile, and a hydroxylamine moiety, which raise significant safety and stability concerns.",4.5,8.4,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,11.9,0.45,-8.4,2.7345000000000006,28,10,0,0,1,0,50
c1nnc(Nc2ccc(-c3nnco3)cc2-c2ccc3c(c2)OCO3)o1,c1nnc(Nc2ccc(-c3nnco3)cc2-c2ccc3c(c2)OCO3)o1,0.45,"The molecule contains multiple reactive or potentially unstable groups, including a nitroso group and a nitrile, along with a complex fused ring system that may hinder oral bioavailability and synthetic tractability.",4.5,9.1,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.6,0.45,-9.1,3.2589000000000015,26,9,1,0,0,0,50
c1cc(-c2ccc(NNc3nnco3)c(-c3ccc4c(c3)OCO4)c2)no1,c1cc(-c2ccc(NNc3nnco3)c(-c3ccc4c(c3)OCO4)c2)no1,0.45,"The molecule contains multiple reactive or potentially toxic groups, including nitroso (NO), azo (NN), and oxaziridine-like moieties, which raise concerns about stability, reactivity, and toxicity.",4.5,8.7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.2,0.45,-8.7,3.5593000000000012,27,9,2,0,0,0,50
c1cc(-c2ccc(-c3nnc(-c4nnco4)o3)cc2-c2ccc3c(c2)OCO3)co1,c1cc(-c2ccc(-c3nnc(-c4nnco4)o3)cc2-c2ccc3c(c2)OCO3)co1,0.35,"The molecule contains multiple reactive or potentially unstable groups, including nitrile oxides and a nitroso group, which raise concerns about synthetic complexity and safety.",3.5,6.5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.0,0.35,-6.5,4.442300000000002,30,9,0,0,0,0,50
NNc1nnc(-c2ccc(-c3ccno3)c(-c3ccc4c(c3)OCO4)c2)o1,NNc1nnc(-c2ccc(-c3ccno3)c(-c3ccc4c(c3)OCO4)c2)o1,0.45,"The molecule contains multiple nitroso and nitro groups, which are structural alerts for toxicity and metabolic instability, significantly reducing its drug-likeness.",4.5,8.5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.0,0.45,-8.5,3.0729000000000015,27,9,2,0,0,0,50
NNc1ccc(-c2nnco2)cc1-c1ccc2c(c1)OCO2,NNc1ccc(-c2nnco2)cc1-c1ccc2c(c1)OCO2,0.45,"The molecule contains a nitroso group (-nnco-) and multiple nitrogen atoms, raising concerns about reactivity, instability, and potential toxicity, though the overall scaffold shows some synthetic tractability.",4.5,7.9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12.4,0.45,-7.9,2.4179000000000004,22,7,2,0,0,0,50
c1ccc(-c2cc(-c3nnco3)ccc2-c2nnco2)c(Nc2nnco2)c1,c1ccc(-c2cc(-c3nnco3)ccc2-c2nnco2)c(Nc2nnco2)c1,0.3,"Molecule contains multiple reactive nitroso groups (-N=O) and a complex polycyclic structure, leading to poor drug-likeness, potential instability, and high synthetic complexity.",3.0,7.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.0,0.3,-7.0,3.5802000000000014,28,10,1,0,0,0,50
c1ccc(-c2ncc(-c3nnc(-c4nnco4)o3)cn2)c(-c2ccc3c(c2)OCO3)c1,c1ccc(-c2ncc(-c3nnc(-c4nnco4)o3)cn2)c(-c2ccc3c(c2)OCO3)c1,0.35,"The molecule contains multiple reactive or potentially unstable groups (e.g., nitrile oxides, aziridines) and a complex, non-planar structure that likely impairs oral bioavailability and synthetic tractability.",3.5,6.7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,10.2,0.35,-6.7,3.639300000000002,31,10,0,0,0,0,50
NNc1ccnc(-c2ccc(-c3nnco3)cc2-c2ccc3c(c2)OCO3)c1,NNc1ccnc(-c2ccc(-c3nnco3)cc2-c2ccc3c(c2)OCO3)c1,0.45,"The molecule contains multiple reactive or potentially toxic groups, including nitroso (nnco) and arylamine (NNc) moieties, which raise safety concerns and may impact stability and developability.",4.5,8.7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.2,0.45,-8.7,3.4799000000000024,28,8,2,0,0,0,50
Nc1ccc(-c2ccc3c(c2)OCO3)c(-c2nnc(-c3nnco3)o2)c1,Nc1ccc(-c2ccc3c(c2)OCO3)c(-c2nnc(-c3nnco3)o2)c1,0.45,"The molecule contains multiple reactive or potentially unstable groups, including nitrile oxides and a nitroso group, which raise concerns about stability and toxicity.",4.5,8.4,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,11.9,0.45,-8.4,2.7645,26,9,1,0,1,0,50
NNc1ccc(-c2nnco2)cc1-c1ccc2c(c1)OCO2,NNc1ccc(-c2nnco2)cc1-c1ccc2c(c1)OCO2,0.45,"The molecule contains a nitroso group (-nnco-) and multiple nitrogen atoms, raising concerns about reactivity, instability, and potential toxicity, though the overall scaffold shows some synthetic tractability.",4.5,7.9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12.4,0.45,-7.9,2.4179000000000004,22,7,2,0,0,0,50
c1cc(NNc2ccc(-c3nnco3)cc2-c2ccc3c(c2)OCO3)on1,c1cc(NNc2ccc(-c3nnco3)cc2-c2ccc3c(c2)OCO3)on1,0.35,"The molecule contains multiple reactive or potentially unstable groups, including nitroso (N=O), azo (N=N), and a nitrone-like structure, which may lead to poor stability, toxicity, and synthetic complexity.",3.5,7.9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,11.4,0.35,-7.9,3.5593000000000012,27,9,2,0,0,0,50
Oc1ccnc(-c2cccc(-c3nnc(-c4ccon4)o3)c2)c1,Oc1ccnc(-c2cccc(-c3nnc(-c4ccon4)o3)c2)c1,0.45,"The molecule contains multiple structural alerts including a nitrile oxide and potential reactive nitrogen-containing groups, which raise concerns about stability and toxicity.",4.5,8.3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12.8,0.45,-8.3,3.159200000000001,23,7,1,0,0,0,50
NNc1nnc(-c2nnc(-c3ccccc3-c3ccc4c(c3)OCO4)o2)o1,NNc1nnc(-c2nnc(-c3ccccc3-c3ccc4c(c3)OCO4)o2)o1,0.45,"The molecule contains multiple reactive azide groups and a complex fused ring system, raising concerns about stability, synthetic complexity, and potential toxicity.",4.5,8.9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.4,0.45,-8.9,2.4679,27,10,2,0,0,0,50
NNNc1cc(-c2nnco2)ccc1-c1ccno1,NNNc1cc(-c2nnco2)ccc1-c1ccno1,0.4,"The molecule contains multiple nitrogen atoms and a nitroso group, raising concerns about reactivity, stability, and potential toxicity, with a poor physicochemical profile likely limiting oral bioavailability.",4.0,7.2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,11.2,0.4,-7.2,1.1817999999999995,19,8,3,0,0,0,50
Nc1nnc(-c2ccc(-c3ccc4c(c3)OCO4)c(-c3ccon3)c2)o1,Nc1nnc(-c2ccc(-c3ccc4c(c3)OCO4)c(-c3ccon3)c2)o1,0.45,"The molecule contains multiple reactive or potentially unstable groups, including a nitrile, epoxide, and a furan ring, which may lead to poor stability and safety concerns.",4.5,8.6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,13.1,0.45,-8.6,3.3695000000000013,26,8,1,0,0,0,50
Nc1cc(-c2ccc3c(c2)OCO3)ccc1Oc1cccc2c1OCO2,Nc1cc(-c2ccc3c(c2)OCO3)ccc1Oc1cccc2c1OCO2,0.65,"The molecule contains multiple oxygen-containing heterocycles and hydroxyl groups, which may impact solubility and metabolic stability, though no major toxicophores or reactive groups are evident.",6.5,7.5,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,13.0,0.65,-7.5,4.185500000000002,26,6,1,0,1,0,50
CCc1ccc(N)c(-c2ccc3c(c2)OCO3)c1,CCc1ccc(N)c(-c2ccc3c(c2)OCO3)c1,0.65,"The molecule contains a methoxy group and a nitro group, which may raise concerns about metabolic stability and potential toxicity, though the overall scaffold is relatively simple and drug-like.",6.5,6.9,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,12.4,0.65,-6.9,3.2269000000000005,18,3,1,0,1,0,50
Cc1ccccc1-c1cc2c(c(-c3nnc(-c4nnco4)o3)c1)OCO2,Cc1ccccc1-c1cc2c(c(-c3nnc(-c4nnco4)o3)c1)OCO2,0.45,"The molecule contains multiple reactive or potentially unstable groups, including a nitroso group and a nitrile, which may lead to poor stability and safety concerns.",4.5,7.2,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,11.7,0.45,-7.2,3.4907200000000023,26,8,0,0,0,0,50
Nc1nnc(-c2ccccc2Oc2ccc3c(c2)OCO3)o1,Nc1nnc(-c2ccccc2Oc2ccc3c(c2)OCO3)o1,0.65,"The molecule contains a nitrile group and a potentially reactive oxirane ring, which may raise concerns about stability and toxicity, though the overall scaffold is aromatic and contains reasonable hydrogen bond donors/acceptors.",6.5,7.7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,14.2,0.65,-7.7,2.839800000000001,22,7,1,0,0,0,50
O=C(O)c1ccc(-c2ccc3c(c2)OCO3)c(-c2nnc(-c3nnco3)o2)c1,O=C(O)c1ccc(-c2ccc3c(c2)OCO3)c(-c2nnc(-c3nnco3)o2)c1,0.45,"The molecule contains multiple reactive or potentially unstable groups, including nitrile oxides and a cyclic carbonate, which raise concerns about synthetic complexity and safety.",4.5,7.7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12.2,0.45,-7.7,2.8805000000000014,28,9,1,0,0,0,50
c1nnc(Oc2ccc(-c3nnco3)cc2-c2ccc3c(c2)OCO3)o1,c1nnc(Oc2ccc(-c3nnco3)cc2-c2ccc3c(c2)OCO3)o1,0.45,"The molecule contains multiple reactive or potentially unstable groups, including a nitroso group and a cyclic amine, which may lead to poor stability and safety concerns.",4.5,8.3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12.8,0.45,-8.3,3.3076000000000016,26,9,0,0,0,0,50
c1ccc(-c2c[nH]c3cc(-c4nnco4)ccc23)c(NNc2nnco2)c1,c1ccc(-c2c[nH]c3cc(-c4nnco4)ccc23)c(NNc2nnco2)c1,0.35,"The molecule contains multiple reactive or potentially unstable groups (e.g., nitrile oxides, amidines) and exhibits poor physicochemical properties, including high molecular weight and lipophilicity, which likely hinder oral bioavailability and synthetic tractability.",3.5,7.5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,11.0,0.35,-7.5,3.7069,27,8,3,0,0,0,50
c1cc(-c2ccc(-c3ccc4c(c3)OCO4)c(NNc3nnco3)c2)no1,c1cc(-c2ccc(-c3ccc4c(c3)OCO4)c(NNc3nnco3)c2)no1,0.35,"The molecule contains multiple reactive or potentially toxic groups, including nitroso (NNc3nnco3), azo (N=N), and oxygen-rich heterocycles, which raise concerns about stability, synthetic complexity, and safety.",3.5,8.7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,12.2,0.35,-8.7,3.5593000000000004,27,9,2,0,0,0,50
Oc1cc(-c2nnc(-c3ccon3)o2)ccc1-c1ccc2c(c1)OCO2,Oc1cc(-c2nnc(-c3ccon3)o2)ccc1-c1ccc2c(c1)OCO2,0.45,"The molecule contains multiple reactive or potentially unstable groups, including a nitrile oxide and a furan ring, which may lead to poor stability and safety concerns.",4.5,3.8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.3,0.45,-3.8,3.4929000000000014,26,8,1,0,0,0,50
c1ccc(-c2ccc3c(c2)OCO3)c(NNc2cc(-c3nnco3)on2)c1,c1ccc(-c2ccc3c(c2)OCO3)c(NNc2cc(-c3nnco3)on2)c1,0.35,"Molecule contains multiple reactive groups (azo, nitroso, and oxime-like moieties) and a complex, potentially unstable core, raising significant safety and synthetic concerns.",3.5,7.8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,11.3,0.35,-7.8,3.5593000000000004,27,9,2,0,0,0,50
c1ccc(-c2nnc(-c3nnco3)o2)c(Oc2nnco2)c1,c1ccc(-c2nnc(-c3nnco3)o2)c(Oc2nnco2)c1,0.35,"Molecule contains multiple reactive nitroso groups and potential toxicophores, leading to poor drug-likeness and high developability risk.",3.5,7.9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,11.4,0.35,-7.9,1.9618999999999993,22,10,0,0,0,0,50
c1ccc(-c2cccc3c2OCO3)c(NNc2nnc(-c3nnco3)o2)c1,c1ccc(-c2cccc3c2OCO3)c(NNc2nnc(-c3nnco3)o2)c1,0.35,"Molecule contains multiple reactive or potentially toxic groups, including nitroso and azo moieties, along with a complex and potentially unstable core structure, leading to significant developability concerns.",3.5,7.9,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,11.4,0.35,-7.9,2.9543,27,10,2,0,0,0,50
